245,10,605,79
140,83,627,106
193,115,476,138
558,123,639,139
5,185,538,247
5,205,45,240
11,208,66,244
11,223,96,248
1,234,96,268
1,235,39,268
111,255,608,307
1,270,419,302
104,275,419,332
483,278,605,303
492,292,596,310
385,309,639,333
169,342,214,413
319,342,639,412
1,1,639,155
406,76,626,93
10,192,58,243
282,216,368,237
476,222,534,240
22,224,100,248
5,234,85,259
5,234,85,260
17,255,218,286
145,257,499,301
55,265,141,284
524,274,629,291
2,277,536,343
309,283,517,333
578,303,636,325
544,308,636,331
1,328,639,345
465,417,555,456
